"name","category","region","type","affiliated_with","designation_sources","page","type_1","type_2","description"
"Banco Internacional de Desarrollo, C.A.","Terror","","","","SDGT",7,"orgs","terror",NA
"Bandar Abbas Zinc Production Company","Terror","","","Islamic Revolutionary Corps Guard","SDGT",7,"orgs","terror",NA
"Bank Kargoshaee","Terror","","","Islamic Revolutionary Corps Guard","SDGT",7,"orgs","terror",NA
"Bank Mellat","Terror","","","Islamic Revolutionary Corps Guard","SDGT",7,"orgs","terror",NA
"Bank Melli Iran","Terror","","","Islamic Revolutionary Corps Guard","SDGT",7,"orgs","terror",NA
"Bank Saderat Iran","Terror","","","Hezbollah","SDGT",7,"orgs","terror",NA
"Bank Saderat PLC","Terror","","","Hezbollah","SDGT",7,"orgs","terror",NA
"Bank Tejarat","Terror","","","Islamic Revolutionary Corps Guard","SDGT",7,"orgs","terror",NA
"Bank Torgovoy Kapital Zao","Terror","","","Islamic Revolutionary Corps Guard","SDGT",7,"orgs","terror",NA
"Baqiyattallah University of Medical Sciences","Terror","","","Islamic Revolutionary Corps Guard","SDGT",7,"orgs","terror",NA
"Barakat Import Export LTDA","Terror","","","Hezbollah","SDGT",7,"orgs","terror",NA
"Bayt Al-Mal","Terror","","","Hezbollah","SDGT",7,"orgs","terror",NA
"Behineh Trading","Terror","","","Islamic Revolutionary Corps Guard","SDGT",7,"orgs","terror",NA
"Behnam Shahriyari Trading Company","Terror","","","Islamic Revolutionary Corps Guard","SDGT",7,"orgs","terror",NA
"Behshahr Industrial Development Corp.","Terror","","","Islamic Revolutionary Corps Guard","SDGT",7,"orgs","terror",NA
"Beit El-Mal Holdings","Terror","","","Hamas","SDGT",7,"orgs","terror",NA
"Benevolence International Foundation","Terror","","","al Qaeda Central Command","SDGT",7,"orgs","terror",NA
"Biblos Travel Agency","Terror","","","Hezbollah","SDGT",7,"orgs","terror",NA
"Blue Airways","Terror","","","Islamic Revolutionary Corps Guard","SDGT",7,"orgs","terror",NA
"Blue Lagoon Group Ltd.","Terror","","","Hezbollah","SDGT",7,"orgs","terror",NA
"Blue Sky Aviation Co FZE","Terror","","","Islamic Revolutionary Corps Guard","SDGT",7,"orgs","terror",NA
"BMIIC International General Trading L.L.C.","Terror","","","Islamic Revolutionary Corps Guard","SDGT",7,"orgs","terror",NA
"Bonyad Taavon Basij","Terror","","","Islamic Revolutionary Corps Guard","SDGT",7,"orgs","terror",NA
"Bonyad Taavon Sepah","Terror","","","Islamic Revolutionary Corps Guard","SDGT",7,"orgs","terror",NA
"Bosanska Idealna Futura","Terror","Bosnia","","al Qaeda Central Command","SDGT",7,"orgs","terror",NA
"BSQRD Limited","Terror","","","Hezbollah","SDGT",7,"orgs","terror",NA
"Buali Investment Company","Terror","","Media Wing","","SDGT",8,"orgs","terror",NA
"Baaqiya Artwork","Terror","Middle East, North Africa ","Media Wing","Islamic State","",8,"orgs","terror",NA
"Babbar Khalsa International","Terror","South Asia","Media Wing","","",8,"orgs","terror",NA
"Bader al Tawheed","Terror","South Asia","Media Wing","Islamic Jihad Union, al Qaeda Central Command","",8,"orgs","terror",NA
"Badiyah Province","Terror","Middle East, North Africa","Media Wing","Islamic State","",8,"orgs","terror",NA
"Badri Lashkar","Terror","South Asia","Media Wing","Taliban","",8,"orgs","terror",NA
"Bahath Istratiji","Terror","Middle East, North Africa ","Media Wing","Islamic State","",8,"orgs","terror",NA
"Balakot Media","Terror","Middle East, North Africa ","Media Wing","al Qaeda Central Command","",8,"orgs","terror",NA
"Baloch Liberation Front","Terror","South Asia","Media Wing","","",8,"orgs","terror",NA
"Balochistan Liberation Army","Terror","South Asia, Pakistan, Pakistan Urdu, Pakistan Others, Pakistan Pashto","Media Wing","","",8,"orgs","terror",NA
"Ban al Tarik","Terror","Middle East, North Africa ","Media Wing","Islamic State","",8,"orgs","terror",NA
"Bangsamoro Islamic Freedom Fighters","Terror","","Media Wing","Islamic State","",8,"orgs","terror",NA
"Baqir Brigade","Terror","Middle East, North Africa","Media Wing","Hezbollah","",8,"orgs","terror",NA
"Bashaer Alnasser","Terror","Middle East, North Africa ","Media Wing","Islamic State","",8,"orgs","terror",NA
"Bashariya Media Foundation","Terror","","Media Wing","","",8,"orgs","terror",NA
"Battle Magazine","Terror","Middle East, North Africa ","Media Wing","Islamic State","",8,"orgs","terror",NA
"Bayda' al-Muwahhidin","Terror","Middle East ","Media Wing","","",8,"orgs","terror",NA
"Bayyinah Media","Terror","Indonesia ","Media Wing","al Qaeda Central Command","",8,"orgs","terror",NA
"Believers Place","Terror","Western Europe ","Media Wing","Islamic State","",8,"orgs","terror",NA
"Bhindranwale Tiger Force of Khalistan","Terror","South Asia","Media Wing","","",8,"orgs","terror",NA
"Bilad Al Sham Media","Terror","Middle East, North Africa ","Media Wing","Hayyat Tahrir Al-Sham","",8,"orgs","terror",NA
"Birds of Jannah","Terror","South Asia ","Media Wing","al Qaeda Central Command, Islamic State","",8,"orgs","terror",NA
"Black Bloc France","Terror","Western Europe","Media Wing","","",8,"orgs","terror",NA
"Boko Haram","Terror","Africa","Media Wing","","",8,"orgs","terror",NA
"CALCIMIN","Terror","","Media Wing","Islamic Revolutionary Corps Guard","SDGT",8,"orgs","terror",NA
"Car Care Center","Terror","","Media Wing","Hezbollah","SDGT",8,"orgs","terror",NA
"Car Escort Services S.A.L. Off Shore","Terror","","Media Wing","Hezbollah","SDGT",8,"orgs","terror",NA
"Casa Apollo","Terror","","Media Wing","Hezbollah","SDGT",8,"orgs","terror",NA
"Casa Hamze","Terror","","Media Wing","Hezbollah","SDGT",8,"orgs","terror",NA
"Caspian Airlines","Terror","","Media Wing","Islamic Revolutionary Corps Guard","SDGT",8,"orgs","terror",NA
"Cement Industry Investment and Development Company","Terror","","Media Wing","Islamic Revolutionary Corps Guard","SDGT",8,"orgs","terror",NA
"Comite de Bienfaisance et de Secours aux Palestiniens","Terror","","Media Wing","Hamas","SDGT",8,"orgs","terror",NA
"Congo Futur","Terror","","Media Wing","Hezbollah","SDGT",8,"orgs","terror",NA
"Caliphate Cyber Shield","Terror","","Media Wing","Islamic State","",8,"orgs","terror",NA
"Caucuses Emirate","Terror","Russia","Media Wing","al Qaeda Central Command","",8,"orgs","terror",NA
"Center Kaf","Terror","Middle East ","Media Wing","","",8,"orgs","terror",NA
"Center Médiatque An-Nûr","Terror","Western Europe ","Media Wing","Islamic State","",8,"orgs","terror",NA
"Coalition of Good (Etelaf al-Khair)","Terror","Middle East","Media Wing","Hamas","",8,"orgs","terror",NA
"Comando Central de las Águilas Negras de Colombia","Terror","Colombia","Media Wing","","",8,"orgs","terror",NA
"Combat 18","Terror","Western Europe","Media Wing","","",8,"orgs","terror",NA
"Commander Nazir Group","Terror","South Asia","Media Wing","al Qaeda Central Command","",8,"orgs","terror",NA
"Communist Party of India - Maoist","Terror","","Media Wing","","",8,"orgs","terror",NA
"Communist Part of the Philippines","Terror","South East Asia, Philippines","Media Wing","","",8,"orgs","terror",NA
"Conspiracy of Fire Nuclei","Terror","Western Europe","Media Wing","","",8,"orgs","terror",NA
"Constancy Media","Terror","Middle East, North Africa ","Media Wing","Islamic State","",8,"orgs","terror",NA
"Constantinople Media","Terror","Middle East, North Africa","Media Wing","Islamic State","",9,"orgs","terror",NA
"Continuity IRA","Terror","Western Europe","","","",9,"orgs","terror",NA
"Crushing the Hypocrites","Terror","Middle East, North Africa","Media Wing","Islamic State","",9,"orgs","terror",NA
"Crvena Ruza","Terror","Balkans","","","",9,"orgs","terror",NA
"Damavand Power Generation Company","Terror","","","Islamic Revolutionary Corps Guard","SDGT",9,"orgs","terror",NA
"Dart Airlines","Terror","Ukraine","","Islamic Revolutionary Corps Guard","SDGT",9,"orgs","terror",NA
"Dawat-e-Haq","Terror","India","Media Wing","Islamic State","",9,"orgs","terror",NA
"Day Bank Brokerage Company","Terror","","","Islamic Revolutionary Corps Guard","SDGT",9,"orgs","terror",NA
"Day E-Commerce","Terror","","","Islamic Revolutionary Corps Guard","SDGT",9,"orgs","terror",NA
"Day Exchange Company","Terror","","","Islamic Revolutionary Corps Guard","SDGT",9,"orgs","terror",NA
"Day Iranian Financial and Accounting Services Company","Terror","","","Islamic Revolutionary Corps Guard","SDGT",9,"orgs","terror",NA
"Day Leasing Company","Terror","","","","SDGT",9,"orgs","terror",NA
"Deep Offshore Technology Company, P.J.S.","Terror","","","","SDGT",9,"orgs","terror",NA
"Democratic Front for the Liberation of Palestine - Hawatmeh","Terror","","","","SDGT",9,"orgs","terror",NA
"Dena Airways","Terror","","","Islamic Revolutionary Corps Guard","SDGT",9,"orgs","terror",NA
"Dolphin Trading Company Limited","Terror","","","Hezbollah","SDGT",9,"orgs","terror",NA
"Dabiq","Terror","Western Europe, Global","Media Wing","","",9,"orgs","terror",NA
"Dahaa al Hareb","Terror","Middle East, North Africa","Media Wing","Islamic State","",9,"orgs","terror",NA
"Dar Al-Islam","Terror","Middle East, North Africa","Media Wing","Islamic State","",9,"orgs","terror",NA
"Darul Hlafe Medya Ofisi","Terror","Turkey","Media Wing","Islamic State","",9,"orgs","terror",NA
"Dashmesh Regiment","Terror","South Asia","","Babbar Khalta International","",9,"orgs","terror",NA
"Daullah Islam Baquiah News","Terror","Middle East, North Africa","Media Wing","Islamic State","",9,"orgs","terror",NA
"Dawlah Hacker Division","Terror","","Media Wing","Islamic State","",9,"orgs","terror",NA
"Death rather than humiliation","Terror","Middle East, North Africa","","","",9,"orgs","terror",NA
"Delta parts Supply FZC","Terror","Middle East","","Mahan Air","",9,"orgs","terror",NA
"Deterring the Awakening Brigades","Terror","Middle East, North Africa","Media Wing","Islamic State","",9,"orgs","terror",NA
"Devrimci Halk Kurtulus Cephesi","Terror","Turkey","","","",9,"orgs","terror",NA
"Dey Bank","Terror","Middle East, Persian","","Islamic Revolutionary Corps Guard","",9,"orgs","terror",NA
"Dhakair Foundation","Terror","Middle East","Media Wing","Islamic State","",9,"orgs","terror",NA
"Dhamat Houmet Daawa Salafia","Terror","Middle East, North Africa","","","",9,"orgs","terror",NA
"Dolari Infiltrations","Terror","Middle East, North Africa","Media Wing","Islamic State","",9,"orgs","terror",NA
"Dr. Almani","Terror","Middle East","Media Wing","Islamic State","",9,"orgs","terror",NA
"Edbi Exchange Brokerage","Terror","","","Islamic Revolutionary Corps Guard","SDGT",9,"orgs","terror",NA
"Edbi Stock Brokerage","Terror","","","","SDGT",9,"orgs","terror",NA
"Elehssan","Terror","","","Palestinian Islamic Jihad","SDGT",9,"orgs","terror",NA
"Energy Engineers Procurement and Construction","Terror","","","Hezbollah","SDGT",9,"orgs","terror",NA
"Esfahan's Mobarakeh Steel Company","Terror","","","Islamic Revolutionary Corps Guard","SDGT",9,"orgs","terror",NA
"Et-Tibjan","Terror","Balkans","Media Wing","Islamic State","",9,"orgs","terror",NA
"Euro African Group Ltd","Terror","","","Islamic Revolutionary Corps Guard","SDGT",9,"orgs","terror",NA
"Export Development Bank of Iran","Terror","","","Islamic Revolutionary Corps Guard","SDGT",9,"orgs","terror",NA
"Earth Liberation Front","Terror","North America","","","",9,"orgs","terror",NA
"Eastern Turkistan Islamic Movement","Terror","East Asia","","al Qaeda Central Command","",9,"orgs","terror",NA
"Ebaa Agency","Terror","","Media Wing","Hayyat Tahrir Al-Sham","",9,"orgs","terror",NA
"Educational Mobilisation","Terror","","","Hezbollah","",9,"orgs","terror",NA
"Egyptian Islamic Jihad","Terror","Middle East, North Africa","","al Qaeda Central Command","",9,"orgs","terror",NA
"Emaan Media Center","Terror","Middle East, North Africa","Media Wing","al Qaeda Central Command","",10,"orgs","terror",NA
"Execution Brigade - Egypt","Terror","Middle East, North Africa","","","",10,"orgs","terror",NA
"Explosive Media","Terror","Middle East, North Africa","Media Wing","Islamic State","",10,"orgs","terror",NA
"Fastlink Sarl","Terror","","","Islamic Revolutionary Corps Guard ","SDGT",10,"orgs","terror",NA
"Fatemiyoun Division","Terror","","","Islamic Revolutionary Corps Guard ","SDGT",10,"orgs","terror",NA
"Fater Engineering Institute","Terror","","","Islamic Revolutionary Corps Guard ","SDGT",10,"orgs","terror",NA
"First East Export Bank Plc","Terror","","","Islamic Revolutionary Corps Guard ","SDGT",10,"orgs","terror",NA
"Flight Travel LLC","Terror","","","Islamic Revolutionary Corps Guard ","SDGT",10,"orgs","terror",NA
"Forent Technik GmbH","Terror","","","Islamic Revolutionary Corps Guard ","SDGT",10,"orgs","terror",NA
"Free Life Party of Kurdistan","Terror","","","Kurdistan Workers Party ","SDGT",10,"orgs","terror",NA
"Future Bank B.S.C.","Terror","","","Islamic Revolutionary Corps Guard ","SDGT",10,"orgs","terror",NA
"Falah-e-Insaniat Foundation Pakistan","Terror","South Asia, Pakistan","","","",10,"orgs","terror",NA
"Fatah al-Islam","Terror","Middle East, North Africa","","","",10,"orgs","terror",NA
"Fath Al-Sham Front","Terror","Middle East, North Africa","","Hayyat Tahrir Al-Sham, al-Nusrah Front, al Qaeda Central Command","",10,"orgs","terror",NA
"Feuerkrieg Division","Terror","","","","",10,"orgs","terror",NA
"Fidai Mahaz","Terror","South Asia","","","",10,"orgs","terror",NA
"Fighter Muslim Cyber Caliphate","Terror","North America","","Islamic State","",10,"orgs","terror",NA
"Firqat Al Ghuraba","Terror","Middle East, North Africa","Media Wing","","",10,"orgs","terror",NA
"First October Antifascist Resistance Group","Terror","Western Europe","","","",10,"orgs","terror",NA
"Flag of Tawheed Media","Terror","Turkey","Media Wing","Islamic State","",10,"orgs","terror",NA
"Forum Aktivis Syariat Islam","Terror","","","Islamic State","",10,"orgs","terror",NA
"Forum Islam at-Tawbah","Terror","Middle East, North Africa","Media Wing","Islamic State","",10,"orgs","terror",NA
"Free Libya Martyrs","Terror","Middle East, North Africa","","","",10,"orgs","terror",NA
"Free Revolutionaries Front","Terror","","","","",10,"orgs","terror",NA
"Furat Media","Terror","Middle East, North Africa","","Islamic State","",10,"orgs","terror",NA
"Fursan Alaqida","Terror","","Media Wing","Islamic State","",10,"orgs","terror",NA
"Fustat ul Momineen","Terror","Arabic","Media Wing","Islamic State","",10,"orgs","terror",NA
"Futouh Media Center","Terror","Middle East, North Africa","Media Wing","al Qaeda Central Command","",10,"orgs","terror",NA
"Galeria Page","Terror","","","Hezbollah ","SDGT",10,"orgs","terror",NA
"Gharargahe Sazandegi Ghaem","Terror","","","Islamic Revolutionary Corps Guard ","SDGT",10,"orgs","terror",NA
"Ghorb Karbala","Terror","","","Islamic Revolutionary Corps Guard ","SDGT",10,"orgs","terror",NA
"Ghorb Nooh","Terror","","","Islamic Revolutionary Corps Guard ","SDGT",10,"orgs","terror",NA
"Global Cleaners S.A.R.L.","Terror","","","Hezbollah ","SDGT",10,"orgs","terror",NA
"Global Relief Foundation, Inc.","Terror","","","","SDGT",10,"orgs","terror",NA
"Global Vision Group","Terror","Russia","","Hezbollah ","SDGT",10,"orgs","terror",NA
"Golden Commodities LLC","Terror","","","Islamic Revolutionary Corps Guard ","SDGT",10,"orgs","terror",NA
"Golden Fish Liberia, Ltd.","Terror","","","Hezbollah ","SDGT",10,"orgs","terror",NA
"Golden Fish S.A.L. (Offshore)","Terror","","","","SDGT",10,"orgs","terror",NA
"Golfrate Holdings (Angola) LDA","Terror","","","","SDGT",10,"orgs","terror",NA
"Goodwill Charitable Organization, Inc.","Terror","","","","SDGT",10,"orgs","terror",NA
"Grandeur General Trading FZE","Terror","","","Islamic Revolutionary Corps Guard ","SDGT",10,"orgs","terror",NA
"Grupo Arosfran Empreendimentos e Participacoes Sarl","Terror","","","Hezbollah ","SDGT",10,"orgs","terror",NA
"Gaidi Mtaani Magazine","Terror","Africa","Media Wing","al-Shabaab","",10,"orgs","terror",NA
"General Military Council for Iraqi Revolutionaries","Terror","Middle East, North Africa","","","",10,"orgs","terror",NA
"Gerila TV","Terror","Turkey","Media Wing","Kurdistan Workers Party","",10,"orgs","terror",NA
"Ghazi Force","Terror","Pakistan","","","",11,"orgs","terror",NA
"Ghorabaa Palestine Brigade","Terror","Middle East, North Africa","","al Qaeda Central Command","",11,"orgs","terror",NA
"Ghulibati A Rum","Terror","Middle East, North Africa","Media Wing","","",11,"orgs","terror",NA
"Great Eastern Islamic Raider's Front","Terror","Turkey","","","",11,"orgs","terror",NA
"Haji Basir and Zarjmil Company Hawala","Terror","Pakistan","","Taliban","SDGT",11,"orgs","terror",NA
"Haji Khairullah Haji Sattar Money Exchange","Terror","Afghanistan, Pakistan","","Taliban","SDGT",11,"orgs","terror",NA
"Hanifa Money Exchange Office","Terror","","","Islamic State","SDGT",11,"orgs","terror",NA
"Hara Company","Terror","","","Islamic Revolutionary Corps Guard","SDGT",11,"orgs","terror",NA
"Harakat Al-Nujaba","Terror","","","","SDGT",11,"orgs","terror",NA
"Hilal Ahmar Society Indonesia","Terror","","","al Qaeda Central Command","SDGT",11,"orgs","terror",NA
"Hilal Travel Agency","Terror","","","Hezbollah","SDGT",11,"orgs","terror",NA
"Hital Exchange","Terror","","","Islamic Revolutionary Corps Guard","SDGT",11,"orgs","terror",NA
"Holy Land Foundation for Relief and Development","Terror","","","Hamas","SDGT",11,"orgs","terror",NA
"HSI Trading FZE","Terror","","","Islamic Revolutionary Corps Guard","SDGT",11,"orgs","terror",NA
"Hadm Al-Aswar Foundation","Terror","Middle East, North Africa","Media Wing","Islamic State","",11,"orgs","terror",NA
"Hafidul Aisha Media","Terror","","Media Wing","Islamic State","",11,"orgs","terror",NA
